,Unnamed: 0,AGIClss,Cnt_Adjstd,Cnt_Credit,Cnt_CvlJnt,Cnt_CvlSep,Cnt_EIC,Cnt_Estmt,Cnt_Exempt,Cnt_HdHous,Cnt_MarJnt,Cnt_MarSep,Cnt_NoTax,Cnt_Return,Cnt_Single,Cnt_Wthhld,Dol_AGI,Dol_AdjVTx,Dol_Credit,Dol_EIC,Dol_IncCap,Dol_NtVTax,Dol_Return,Dol_VTAGI,Dol_VTax,STI_AdjVTx,STI_Credit,STI_EIC,STI_EffRte,STI_FedTI,STI_NetRte,STI_NtVTax,STI_PrcAdj,STI_Return,STI_RtTIAdj,STI_TIAdj,STI_VTI,STI_VTax,Year,Location
0,0,None/Missing,1.0,0.0,0.0,1.0,24.0,16.0,177.0,9.0,34.0,11.0,209.0,219.0,164.0,177.0,0.0,315.0,0.0,881.0,,315.0,219.0,0.0,315.0,73222.8566,203.0,11094066.0,,6544872.0,,73019.8566,,60790.0,1177.0,6544872.0,0.0,76174.0,2005,Vermont
1,1,0.01 - 4999,351.0,32.0,2.0,7.0,5066.0,472.0,20629.0,1312.0,2301.0,222.0,26018.0,28324.0,24480.0,17910.0,74896216.68,114910.7071,473.0,838214.0,,114437.7071,28324.0,76721099.67999999,116591.0,2682423.0435,40484.6226,3849759.0,,82059903.77,,2641938.4208999984,,33462.0,4683.0,5987177.0,76072726.77,2741829.0,2005,Vermont
2,2,5000 - 9999,863.0,489.0,7.0,13.0,7560.0,678.0,27818.0,2158.0,3016.0,301.0,16030.0,27782.0,22287.0,20080.0,205506415.82,788609.5721999998,20080.7542,3085280.0,,768528.818,27782.0,208286341.82,803012.0,6668363.058899998,113988.8233,2332930.0,,198554528.28,,6554374.235599997,,25831.0,2996.0,6295535.0,192258993.28,6866730.0,2005,Vermont
3,3,10000 - 14999,1087.0,623.0,4.0,12.0,5842.0,1049.0,35659.0,3012.0,3934.0,367.0,7631.0,23926.0,16597.0,17826.0,298543289.57,2496529.2573999967,61240.95890000001,4659635.0,,2435288.298499998,23926.0,292015144.57,2574362.0,10223997.532599987,149188.06240000002,804615.0,,298175848.0,,10074809.470199993,,23421.0,2543.0,5883201.0,292292647.0,10481213.0,2005,Vermont
4,4,15000 - 19999,1103.0,504.0,8.0,19.0,4661.0,1360.0,36837.0,3154.0,4981.0,427.0,4773.0,23386.0,14797.0,18914.0,408821387.27,4922671.966099999,78155.3624,4283283.0,,4844516.603699998,23386.0,407745654.27,5095290.0,13220606.57839999,199497.3649,88958.0,,381748266.0,,13021109.213499993,,21514.0,2429.0,5922205.0,375826061.0,13495743.0,2005,Vermont
5,5,20000 - 24999,911.0,456.0,7.0,26.0,4788.0,1512.0,36461.0,3252.0,5029.0,504.0,1785.0,22366.0,13548.0,19353.0,502604137.0,7981381.289600013,106010.5231,3068410.0,,7875370.766500013,22366.0,499992638.0,8189008.0,15202918.049800005,235378.7254,1859.0,,438222000.0,,14967539.324400002,,19232.0,2494.0,6827485.0,431394515.0,15509528.0,2005,Vermont
6,6,25000 - 29999,705.0,458.0,11.0,19.0,4295.0,1654.0,34282.0,2731.0,5214.0,445.0,799.0,20272.0,11852.0,17930.0,556985358.15,10334756.773800002,137297.8782,1663019.0,,10197458.895600004,20272.0,548679323.15,10545132.0,16263610.221900018,291901.6618,1479.0,,466011422.28,,15971708.56010002,,16736.0,2393.0,6882877.0,459128545.28,16542263.0,2005,Vermont
7,7,30000 - 34999,658.0,449.0,12.0,25.0,2479.0,1565.0,31104.0,2166.0,5359.0,382.0,432.0,17434.0,9490.0,15659.0,565529032.28,11376234.68219999,152945.61019999994,524960.0,,11223289.071999988,17434.0,556550348.28,11613628.0,16689331.220099993,336813.9069000001,1.0,,462017596.64,,16352517.313199988,,14033.0,2239.0,7015085.0,455002511.64,16993081.0,2005,Vermont
8,8,35000 - 39999,560.0,427.0,11.0,22.0,570.0,1618.0,29391.0,1723.0,5858.0,298.0,258.0,15361.0,7449.0,13934.0,575161540.0,12254710.309400005,186261.69180000003,40015.0,,12068448.617600007,15361.0,567145667.0,12493752.0,17506171.299599994,351031.3051,2.0,,466857103.0,,17155139.994499996,,12301.0,2198.0,6368939.0,460488164.0,17806286.0,2005,Vermont
9,9,40000 - 44999,483.0,460.0,18.0,10.0,0.0,1481.0,26456.0,1269.0,5948.0,232.0,203.0,12913.0,5436.0,11688.0,547758885.01,12469597.698800005,229138.0594,0.0,,12240459.639400005,12913.0,539435013.01,12713458.0,17203269.806399986,386281.1612,0.0,,452374970.0,,16816988.64519999,,10490.0,2058.0,7205867.0,445169103.0,17493128.0,2005,Vermont
10,10,45000 - 49999,389.0,425.0,20.0,20.0,0.0,1527.0,26373.0,1072.0,6463.0,163.0,157.0,11843.0,4105.0,10732.0,562079617.0,13394754.6793,255425.3456,0.0,,13139329.3337,11843.0,554438657.0,13625670.0,16761060.349799993,403911.39950000006,0.0,,439482467.0,,16357148.950299995,,9127.0,1979.0,6580434.0,432902033.0,17019637.0,2005,Vermont
11,11,50000 - 59999,577.0,846.0,55.0,24.0,0.0,2779.0,47019.0,1225.0,13044.0,232.0,207.0,19601.0,5021.0,17948.0,1075499260.0,26839297.2497,562642.7992,0.0,,26276654.4505,19601.0,1061428856.0,27306021.0,33822987.59320001,900054.2590000002,0.0,,834672591.98,,32922933.334199995,,14975.0,3710.0,14137191.0,820535400.98,34446016.0,2005,Vermont
12,12,60000 - 74999,669.0,1174.0,88.0,29.0,0.0,3902.0,62062.0,905.0,18777.0,179.0,244.0,23830.0,3852.0,21858.0,1599579032.69,42111200.7635,954259.5935,0.0,,41156941.17000001,23830.0,1586589487.69,42817496.0,44686903.06950001,1291826.471,0.0,,992877879.0,,43395076.59850001,,14582.0,4202.0,19098172.0,973779707.0,45573770.0,2005,Vermont
13,13,75000 - 99999,754.0,1524.0,115.0,10.0,0.0,4803.0,66282.0,537.0,20618.0,136.0,205.0,23773.0,2357.0,21791.0,2043961488.01,63235708.01610006,1714317.5098,0.0,,61521390.50630007,23773.0,2021697967.01,64406640.0,48293627.48700003,1617575.1603,0.0,,965606981.66,,46676052.32670003,,10982.0,4042.0,26049125.0,939557856.66,49346833.0,2005,Vermont
14,14,100000 - 124999,399.0,861.0,62.0,5.0,0.0,2873.0,29557.0,212.0,9127.0,52.0,88.0,10431.0,973.0,9328.0,1155234243.27,41986525.887700014,1315111.8371,0.0,,40671414.05060002,10431.0,1133455670.27,42881631.0,30391031.6758,1149953.3531999998,0.0,,562872218.0,,29241078.3226,,4877.0,2346.0,21481163.0,541391055.0,31091342.0,2005,Vermont
15,15,125000 - 149999,209.0,553.0,30.0,3.0,0.0,1713.0,14417.0,102.0,4422.0,33.0,51.0,5086.0,496.0,4467.0,694002631.39,27836120.15370001,1052017.5492,0.0,,26784102.60450001,5086.0,680295503.39,28479822.0,21263940.743,928516.8382,0.0,,370771899.0,,20335423.9048,,2590.0,1337.0,17700738.0,353071161.0,21833942.0,2005,Vermont
16,16,150000 - 199999,207.0,619.0,22.0,2.0,0.0,2069.0,13434.0,124.0,4093.0,30.0,52.0,4759.0,488.0,4013.0,814850862.0,35851882.22900002,1575641.0751,0.0,,34276241.153900005,4759.0,797648928.0,36775928.0,26885345.0435,1428568.2586000003,0.0,,439993723.0,,25456776.7849,,2419.0,1407.0,24687138.0,415306585.0,27690059.0,2005,Vermont
17,17,200000 - 299999,160.0,545.0,7.0,0.0,0.0,1778.0,9011.0,65.0,2742.0,19.0,37.0,3202.0,369.0,2572.0,767395341.0,38894386.4552,2143675.1084000003,0.0,,36750711.34679999,3202.0,745681651.0,40170032.0,32505335.97160001,2019224.1507,0.0,,496021536.0,,30486111.82090001,,1900.0,1240.0,37968809.0,458052727.0,33562338.0,2005,Vermont
18,18,300000 - 499999,82.0,379.0,3.0,0.0,0.0,1126.0,4783.0,38.0,1475.0,18.0,17.0,1736.0,202.0,1305.0,652893698.0,37903089.39649999,2498808.868,0.0,,35404280.52849999,1736.0,633767387.0,39179852.0,32477963.087199993,2295356.0,0.0,,463904319.0,,30182607.087199993,,1118.0,828.0,41948937.0,421955382.0,33770607.0,2005,Vermont
19,19,500000 - 999999,44.0,265.0,1.0,0.0,0.0,634.0,2120.0,16.0,648.0,11.0,11.0,806.0,130.0,547.0,547165290.01,33656438.87080001,2862257.6213,0.0,,30794181.24950001,806.0,527866839.01,34944714.0,30379143.86500001,2918621.6213,0.0,,416973585.0,,27460522.2437,,543.0,431.0,51680430.0,365293155.0,31660733.0,2005,Vermont
20,20,State Total,10296.0,11267.0,485.0,250.0,35585.0,35157.0,559930.0,25201.0,124529.0,4146.0,62876.0,301188.0,146577.0,249162.0,14626285918.15,490107450.2087001,26590456.5278,18173669.0,,463516993.68090016,301188.0,14496591457.15,503424188.0,490107450.2087,26590456.5278,18173669.0,,10056207159.61,,463516993.6809,,301188.0,46970.0,505722560.0,9550484599.61,503424188.0,2005,Vermont
21,21,Out of State,37541.0,506.0,16.0,13.0,499.0,7207.0,91166.0,2757.0,21312.0,1596.0,10348.0,46960.0,21266.0,33033.0,18952488718.7,45003998.33080003,819620.5555,164654.0,,44184377.775300026,46960.0,6714182641.58,1245494518.0,45003998.33080001,819620.5555,164654.0,,16425959708.43,,44184377.77530001,,46960.0,11762.0,2367223380.0,14058736328.43,1245494518.0,2005,Vermont
22,22,All Returns,47837.0,11773.0,501.0,263.0,36084.0,42364.0,651096.0,27958.0,145841.0,5742.0,73224.0,348148.0,167843.0,282195.0,33578774636.85,535111448.5395001,27410077.0833,18338323.0,,507701371.4562002,348148.0,21210774098.73,1748918706.0,535111448.5395,27410077.0833,18338323.0,,26482166868.04,,507701371.45620006,,348148.0,58732.0,2872945940.0,23609220928.04,1748918706.0,2005,Vermont
23,23,None/Missing,0.0,0.0,0.0,0.0,13.0,13.0,120.0,4.0,21.0,0.0,139.0,142.0,117.0,114.0,0.0,267.0,0.0,509.0,,267.0,142.0,0.0,267.0,83621.4193,1707.6041,11555298.8,,7067665.0,,81913.8152,,61081.0,1221.0,7067665.0,0.0,84893.0,2006,Vermont
24,24,0.01 - 4999,322.0,27.0,2.0,12.0,5131.0,441.0,19612.0,1292.0,2134.0,214.0,25482.0,27718.0,24064.0,17659.0,73753154.72,102688.586,362.0,811307.8,,102326.586,27718.0,74833094.72,103160.0,2665016.6338000046,42686.7628,4035394.0,,81380758.44999999,,2622329.8710000045,,32832.0,4825.0,6033254.0,75347504.44999999,2724700.0,2006,Vermont
25,25,5000 - 9999,784.0,537.0,3.0,14.0,7864.0,621.0,27047.0,2193.0,2927.0,313.0,16439.0,27299.0,21849.0,19538.0,201999326.46,759623.1692999998,20479.7592,3068055.0,,739143.4101,27299.0,211095344.46,770485.0,6476306.523600003,103477.8255,2301434.0,,192072142.29,,6372828.6981000025,,24901.0,2965.0,6210965.0,185861177.29,6649631.0,2006,Vermont
26,26,10000 - 14999,973.0,565.0,2.0,7.0,6070.0,902.0,34599.0,2987.0,3652.0,344.0,7638.0,23451.0,16459.0,17343.0,292715112.0,2345271.6340000043,57500.64889999999,4668833.0,,2287770.9851000025,23451.0,289722449.0,2414765.0,10087759.129299996,157747.50639999998,905728.0,,295497122.02,,9930011.622899998,,23153.0,2725.0,6583147.0,288913975.02,10355662.0,2006,Vermont
27,27,15000 - 19999,1050.0,479.0,9.0,16.0,4586.0,1218.0,35591.0,3178.0,4530.0,425.0,4926.0,22726.0,14568.0,18247.0,397403666.01,4667204.533199997,80559.1236,4433273.0,,4586645.409599996,22726.0,388887609.01,4826613.0,13081932.11009999,197866.8142,122634.0,,378720364.53,,12884065.295899993,,21320.0,2538.0,6446626.0,372273738.53,13363836.0,2006,Vermont
28,28,20000 - 24999,926.0,468.0,5.0,15.0,4671.0,1390.0,35303.0,3168.0,4624.0,500.0,1839.0,21985.0,13673.0,18964.0,494318796.04,7706503.339700006,109616.85,3266940.0,,7596886.489700006,21985.0,489008927.04,7914387.0,15267943.2908,249406.4355,2894.0,,438897358.82,,15018536.855300002,,19273.0,2489.0,6415602.0,432481756.82,15548846.0,2006,Vermont
29,29,25000 - 29999,717.0,423.0,13.0,29.0,4282.0,1481.0,33461.0,2745.0,4841.0,487.0,887.0,20088.0,11973.0,17747.0,551801954.4,10052541.216299998,127577.6242,1886262.0,,9924963.5921,20088.0,545698461.4,10265064.0,16177494.009100007,309495.4399,2.0,,463913416.0,,15867998.569200013,,16636.0,2578.0,7354015.0,456559401.0,16453216.0,2006,Vermont
30,30,30000 - 34999,616.0,433.0,9.0,18.0,2823.0,1496.0,30832.0,2324.0,5014.0,403.0,447.0,17771.0,10003.0,15901.0,576417255.97,11499098.542000001,157244.84279999998,685632.0,,11341853.699199995,17771.0,569623185.97,11722707.0,16937067.5346,318763.3809,0.0,,474020740.0,,16618304.1537,,14375.0,2523.0,7900808.0,466119932.0,17250397.0,2006,Vermont
31,31,35000 - 39999,508.0,442.0,23.0,26.0,900.0,1478.0,28118.0,1714.0,5369.0,310.0,314.0,15172.0,7730.0,13721.0,568313395.02,11955619.5214,202652.9816,91758.0,,11752966.5398,15172.0,561068634.02,12154543.0,17379913.60069998,369168.3333,0.0,,466327979.01,,17010745.26739999,,12243.0,2381.0,7916915.0,458411064.01,17669868.0,2006,Vermont
32,32,40000 - 44999,527.0,444.0,14.0,19.0,0.0,1446.0,26259.0,1263.0,5742.0,278.0,236.0,13157.0,5841.0,11878.0,558501518.0,12430766.6282,208996.0885,0.0,,12221770.5397,13157.0,548305692.0,12693605.0,17569502.6317,354254.0856,0.0,,463707815.31,,17215248.5461,,10738.0,2261.0,7906888.0,455800927.31,17902811.0,2006,Vermont
33,33,45000 - 49999,386.0,426.0,25.0,13.0,0.0,1407.0,25246.0,1178.0,5986.0,171.0,179.0,11748.0,4375.0,10660.0,557661700.53,13080228.853800004,242636.7701,0.0,,12837592.083700007,11748.0,548894616.53,13323848.0,17374220.735600006,370075.8542,0.0,,457150571.11,,17004144.881400008,,9459.0,2243.0,8289727.0,448860844.11,17694028.0,2006,Vermont
34,34,50000 - 59999,614.0,776.0,44.0,20.0,0.0,2930.0,46618.0,1379.0,12643.0,230.0,271.0,20179.0,5863.0,18316.0,1107338124.32,27341964.4699,507710.065,0.0,,26834254.4049,20179.0,1090450861.01,27850458.0,33981547.05070003,814836.1712000001,0.0,,851867485.21,,33166710.87950001,,15280.0,3835.0,15184459.0,836683026.21,34559132.0,2006,Vermont
35,35,60000 - 74999,709.0,1175.0,90.0,32.0,0.0,3935.0,61072.0,960.0,18348.0,184.0,240.0,24001.0,4387.0,21968.0,1612134404.13,41926447.24160002,940559.5049,0.0,,40985887.73670004,24001.0,1587722368.13,42679631.0,47092973.93489999,1317364.0586,0.0,,1060426816.0,,45775609.87629999,,15522.0,4724.0,23269217.0,1037157599.0,47891122.0,2006,Vermont
36,36,75000 - 99999,669.0,1587.0,137.0,15.0,0.0,5302.0,69998.0,635.0,21815.0,149.0,215.0,25586.0,2835.0,23447.0,2202982643.2,66718763.28469997,1729320.2773,0.0,,64989443.00739999,25586.0,2175940209.2,67748322.0,54120524.07740006,1807291.202,0.0,,1094252091.58,,52313232.87540005,,12439.0,4790.0,30180179.0,1064071912.58,55198917.0,2006,Vermont
37,37,100000 - 124999,397.0,1069.0,68.0,4.0,0.0,3118.0,32872.0,246.0,10269.0,77.0,97.0,11779.0,1115.0,10619.0,1305971803.76,46477720.7018,1522935.7785999996,0.0,,44954784.9232,11779.0,1283761455.76,47399172.85,33559712.79999999,1236016.7140000002,0.0,,629558656.77,,32323696.08599999,,5443.0,2626.0,25233621.0,604325035.77,34381812.85,2006,Vermont
38,38,125000 - 149999,229.0,628.0,38.0,2.0,0.0,2016.0,16244.0,125.0,5013.0,33.0,44.0,5789.0,578.0,5058.0,789414552.0,31017199.327099986,1108529.6691,0.0,,29908669.65799998,5789.0,776301775.0,31697740.0,22787291.62870001,888459.0,0.0,,401831701.01,,21898832.62870001,,2795.0,1611.0,20123989.0,381707712.01,23286517.0,2006,Vermont
39,39,150000 - 199999,226.0,697.0,27.0,2.0,0.0,2335.0,14800.0,130.0,4498.0,31.0,44.0,5275.0,587.0,4436.0,903239023.59,39027838.20540002,1489224.9313,0.0,,37538613.27410001,5275.0,885435968.5899998,40044380.0,31522288.29990001,1577877.2005,0.0,,521152390.01,,29944411.09940001,,2867.0,1783.0,29980577.0,491171813.01,32506891.0,2006,Vermont
40,40,200000 - 299999,165.0,648.0,7.0,1.0,0.0,1996.0,10443.0,77.0,3201.0,22.0,38.0,3720.0,412.0,3008.0,887329972.0,43946034.71489999,2296846.3427,0.0,,41649188.37220001,3720.0,864624358.0,45183137.0,33869207.54010001,1976953.8691,0.0,,517345031.0,,31892253.67100001,,1994.0,1362.0,37725603.0,479619428.0,34832886.0,2006,Vermont
41,41,300000 - 499999,87.0,420.0,6.0,0.0,0.0,1214.0,5121.0,27.0,1589.0,24.0,20.0,1867.0,221.0,1421.0,705648969.0,39790078.04939999,2462842.5174,0.0,,37327235.53199999,1867.0,685159032.0,41009393.0,35295060.30229999,2425456.5174,0.0,,497029775.0,,32869603.784899995,,1206.0,939.0,41344304.0,455685471.0,36253187.0,2006,Vermont
42,42,500000 - 999999,36.0,278.0,1.0,0.0,0.0,641.0,2390.0,23.0,705.0,16.0,7.0,881.0,136.0,637.0,594881787.0,36801702.51099999,3038649.0,0.0,,33763053.511,881.0,579398062.0,37913091.0,34539055.8949,3188872.0,0.0,,472029834.0,,31350183.894899994,,601.0,501.0,58956361.0,413073473.0,35787416.0,2006,Vermont
43,43,State Total,10028.0,11749.0,526.0,250.0,36681.0,36012.0,562315.0,25784.0,124553.0,4304.0,63077.0,304471.0,149054.0,251910.0,15700422021.17,536392646.7195,25612487.8764,18923384.8,,510780158.8431,304471.0,15552138000.860003,550301964.85,536392646.71950006,25612487.8764,18923384.8,,10865105391.12,,510780158.8431,,304471.0,51199.0,600862639.0,10264242752.12,550301964.85,2006,Vermont
44,44,Out of State,38037.0,547.0,15.0,15.0,502.0,6756.0,91786.0,2755.0,21402.0,1662.0,10776.0,47800.0,21951.0,33789.0,20512359757.05,43807711.2669,741627.9373999998,164003.0,,43066083.32950001,47800.0,8610690507.63,1320806930.0,43807711.2669,741627.9373999998,164003.0,,18020387802.18,,43066083.3295,,47800.0,12587.0,3130205997.0,14890181805.18,1320806930.0,2006,Vermont
45,45,All Returns,48065.0,12296.0,541.0,265.0,37183.0,42768.0,654101.0,28539.0,145955.0,5966.0,73853.0,352271.0,171005.0,285699.0,36212781778.22,580200357.9863999,26354115.8138,19087387.8,,553846242.1726,352271.0,24162828508.49,1871108894.85,580200357.9864,26354115.8138,19087387.8,,28885493193.300007,,553846242.1726,,352271.0,63786.0,3731068636.0,25154424557.300003,1871108894.85,2006,Vermont
46,46,None/Missing,0.0,1.0,0.0,0.0,23.0,23.0,130.0,5.0,19.0,4.0,149.0,155.0,127.0,107.0,0.0,5048.0,1.0,627.0,,5047.0,155.0,0.0,5048.0,88367.57010000003,340.0,12559051.0,,7027817.0,,88027.57010000003,1.0,65364.0,1163.0,7027817.0,0.0,91447.0,2007,Vermont
47,47,0.01 - 4999,331.0,36.0,4.0,13.0,5618.0,431.0,22076.0,1358.0,2325.0,246.0,27393.0,29875.0,25929.0,18192.0,77396000.66999999,112802.9272,741.0,870651.0,0.9946815339754428,112061.9272,29875.0,76984372.66999999,113938.0,2599437.4736999967,44305.213,3976919.0,,80531516.33,0.03486551374260386,2555132.2606999967,0.0899789465071904,32097.0,5050.0,7246141.0,73285375.33,2654215.0,2007,Vermont
48,48,5000 - 9999,762.0,470.0,5.0,11.0,8163.0,579.0,27325.0,2127.0,2853.0,315.0,18044.0,27732.0,22421.0,19640.0,205224874.93,660154.5253,19273.9742,3145254.0,1.0304188758898225,640880.5510999998,27732.0,211467584.93,668531.0,6460939.3221999975,115357.17010000002,2442800.0,,192381232.79,0.034363339417422034,6345582.152099998,0.04012781750092453,24801.0,3237.0,7719839.0,184661393.79,6615491.0,2007,Vermont
49,49,10000 - 14999,917.0,562.0,3.0,13.0,6475.0,816.0,33980.0,2842.0,3537.0,359.0,7727.0,23214.0,16460.0,17109.0,289144247.03,2170868.6726,54386.1483,4692293.0,0.9948547105976292,2116482.5243,23214.0,287656516.2,2229911.0,9900764.284500003,145519.24730000002,998273.0,,289088349.54,0.034553689591359384,9755245.037200002,0.023407992784101047,22621.0,2879.0,6766978.0,282321371.54,10128445.0,2007,Vermont
50,50,15000 - 19999,967.0,525.0,8.0,20.0,4497.0,1232.0,34741.0,3036.0,4263.0,376.0,5234.0,22369.0,14666.0,17853.0,390746830.15,4463148.319899994,84632.7372,4703681.0,0.9847253987762132,4378515.582699995,22369.0,384778328.14,4599421.0,13118705.419000002,200039.7486,169655.0,,380652643.0,0.03464498259887318,12918665.6704,0.020400709525613358,21339.0,2703.0,7765584.0,372887059.0,13389981.0,2007,Vermont
51,51,20000 - 24999,870.0,444.0,6.0,20.0,4536.0,1321.0,34561.0,3169.0,4426.0,472.0,2124.0,21607.0,13514.0,18463.0,485890388.54,7313346.537400003,99957.4001,3511945.0,0.9830066879387958,7213389.1373,21607.0,477633501.54,7503333.0,15184045.102400018,248553.91670000003,5045.0,,438421086.0,0.0347420883839297,14935491.185700014,0.019444555182731336,19169.0,2672.0,8524903.0,429896183.0,15460817.0,2007,Vermont
52,52,25000 - 29999,705.0,433.0,7.0,35.0,4238.0,1439.0,32948.0,2791.0,4527.0,474.0,931.0,20187.0,12353.0,17863.0,554649420.03,9944437.083099997,129109.6167,2124994.0,0.9853016000457387,9815327.4664,20187.0,546496961.02,10152868.0,16045345.33009998,293642.4597,0.0,,462167689.0,0.034721939460931724,15751702.870399982,0.01842394482059952,16518.0,2692.0,8514952.0,453652737.0,16355002.0,2007,Vermont
53,53,30000 - 34999,606.0,459.0,7.0,21.0,3192.0,1343.0,30415.0,2296.0,4806.0,411.0,543.0,17694.0,10153.0,15896.0,573393929.01,11221134.544000003,166313.10290000006,896802.0,0.984540905385405,11054821.441100003,17694.0,564529778.01,11454278.0,16970953.6818,322294.92619999987,0.0,,480165953.0,0.03536238451018412,16648658.755599994,0.0195028238497368,14508.0,2667.0,9364592.0,470801361.0,17232985.0,2007,Vermont
54,54,35000 - 39999,502.0,435.0,15.0,21.0,1359.0,1468.0,28109.0,1884.0,5087.0,362.0,286.0,15464.0,8095.0,13965.0,579031176.8399999,12039300.056299996,183720.3166,195556.0,0.985701519484351,11855579.739699995,15464.0,570751910.8399999,12252328.0,17470335.523199998,373877.8273,0.0,,474100119.0,0.03679468540544688,17096457.695899993,0.01994380642625403,12405.0,2498.0,9455361.0,464644758.0,17762175.0,2007,Vermont
55,55,40000 - 44999,458.0,461.0,15.0,22.0,0.0,1381.0,25448.0,1359.0,5293.0,257.0,231.0,13208.0,6262.0,11963.0,560306522.0,12274181.463800006,230601.5624,0.0,0.9861988542050204,12043579.901400002,13208.0,552573650.0,12506266.0,17962803.340900004,423333.7032,0.0,,476246571.49,0.03760784081081081,17539469.637700006,0.020721555998030352,10985.0,2512.0,9868570.0,466378001.49,18243176.0,2007,Vermont
56,56,45000 - 49999,367.0,390.0,27.0,16.0,0.0,1455.0,24132.0,1120.0,5530.0,189.0,166.0,11707.0,4825.0,10601.0,555639655.02,12905018.236700006,223412.2442,0.0,0.9877684683794656,12681605.992500005,11707.0,548843331.01,13118410.0,17713024.964300007,374970.7509,0.0,,465383350.0,0.038014803808936376,17338054.213400006,0.01997588654600557,9615.0,2414.0,9296445.0,456086905.0,17999767.0,2007,Vermont
57,57,50000 - 59999,570.0,847.0,55.0,27.0,0.0,2792.0,45711.0,1515.0,12064.0,260.0,267.0,20286.0,6365.0,18460.0,1112260294.03,27157930.98340004,567845.1124,0.0,0.9881479271796748,26590085.87100004,20286.0,1099077704.03,27621429.0,34176046.695700005,861140.7058000001,0.0,,872033914.0,0.03904628489103791,33314905.9899,0.021579602235515808,15575.0,4320.0,18818145.0,853215769.0,34723915.0,2007,Vermont
58,58,60000 - 74999,631.0,1241.0,81.0,35.0,0.0,4156.0,60724.0,1104.0,18045.0,224.0,222.0,24579.0,5090.0,22433.0,1650923422.0,42455147.5623,993785.6204,0.0,0.9935495693754838,41461361.94189999,24579.0,1640274255.0,43118129.0,49779110.3034,1388099.2944,0.0,,1140957567.38,0.043361360575298685,48391011.008999996,0.021879634014194443,16693.0,5348.0,24963734.0,1115993833.38,50580523.0,2007,Vermont
59,59,75000 - 99999,669.0,1709.0,144.0,21.0,0.0,5517.0,72426.0,714.0,22735.0,173.0,226.0,27103.0,3316.0,24873.0,2335931657.3900003,68822199.69400005,1746921.4958,0.0,0.996560828316794,67075278.19820006,27103.0,2327897987.38,69866483.0,58984697.04719997,1945625.5984,0.0,,1210591483.0,0.04861578286967864,57039071.44879997,0.030835385449345668,13700.0,5520.0,37329055.0,1173262428.0,60057221.0,2007,Vermont
60,60,100000 - 124999,435.0,1199.0,89.0,7.0,0.0,3530.0,37240.0,285.0,11661.0,66.0,104.0,13440.0,1332.0,12146.0,1488378511.0,51705718.31209995,1538159.928,0.0,0.9873087901629884,50167558.38409997,13440.0,1469489187.0,52616650.0,36894505.33120001,1428861.4955,0.0,,698247437.48,0.05296994001925874,35465643.83570001,0.04110949852332568,6025.0,3053.0,28704602.0,669542835.48,37699945.99,2007,Vermont
61,61,125000 - 149999,232.0,802.0,39.0,2.0,0.0,2241.0,17913.0,142.0,5571.0,44.0,52.0,6494.0,696.0,5714.0,884795409.1700002,34134828.08129999,1389847.4922999998,0.0,0.982073863815728,32744980.58899999,6494.0,868934446.1700001,34911881.989999995,25512662.4591,1115127.9572,0.0,,456518414.0,0.05617086481303235,24397534.501899995,0.04857068043699985,3191.0,1824.0,22173410.0,434345004.0,26183955.0,2007,Vermont
62,62,150000 - 199999,230.0,897.0,26.0,1.0,0.0,2695.0,16846.0,143.0,5208.0,40.0,49.0,6083.0,665.0,5142.0,1041693780.0,44257547.59920001,1891206.2628,0.0,0.9804677282415952,42366341.3364,6083.0,1021347134.0,45288337.0,34239868.153000005,1629252.4088,0.0,,575165460.73,0.060535607232319585,32610615.7442,0.06339753251824233,3150.0,1999.0,36464071.0,538701389.73,35184636.0,2007,Vermont
63,63,200000 - 299999,187.0,748.0,16.0,0.0,0.0,2259.0,11270.0,90.0,3478.0,21.0,23.0,4095.0,490.0,3302.0,981585238.73,47790389.5156,2105410.6864,0.0,0.9745882079153178,45684978.82920001,4095.0,956641398.73,49072243.0,38687828.76770001,2114044.7936,0.0,,596398143.0,0.06625156822241195,36573783.97410002,0.0743699398138468,2288.0,1628.0,44354094.0,552044049.0,39752036.0,2007,Vermont
64,64,300000 - 499999,97.0,491.0,4.0,0.0,0.0,1407.0,5993.0,37.0,1838.0,20.0,20.0,2163.0,264.0,1626.0,815770996.0,46146591.96210001,2801537.564,0.0,0.975025119672188,43345054.39810001,2163.0,795397213.0,47356358.0,40550455.7192,2540530.048,0.0,,583055507.0,0.07186018283629465,38009925.67119999,0.09280885841971816,1402.0,1109.0,54112716.0,528942791.0,41828290.0,2007,Vermont
65,65,500000 - 999999,52.0,297.0,1.0,2.0,0.0,796.0,2777.0,24.0,857.0,17.0,18.0,1040.0,139.0,729.0,700369169.0,42357853.2701,3158485.0,0.0,0.968981584339273,39199368.27010001,1040.0,678644827.0,43871104.0,36890026.0621,3404028.0,0.0,,511317778.0,0.07524311308774506,33485998.0621,0.12962662135326733,661.0,570.0,66280396.0,445037382.0,38243793.0,2007,Vermont
